Region;Building type;Age cohort;Year;value
AUT;SFH;>1945;2020;0
AUT;SFH;>1945;2021;0
AUT;SFH;>1945;2022;0
AUT;SFH;>1945;2023;0
AUT;SFH;>1945;2024;0
AUT;SFH;>1945;2025;0
AUT;SFH;>1945;2026;0
AUT;SFH;>1945;2027;0
AUT;SFH;>1945;2028;0
AUT;SFH;>1945;2029;0
AUT;SFH;>1945;2030;0
AUT;SFH;>1945;2031;0
AUT;SFH;>1945;2032;0
AUT;SFH;>1945;2033;0
AUT;SFH;>1945;2034;0
AUT;SFH;>1945;2035;0
AUT;SFH;>1945;2036;0
AUT;SFH;>1945;2037;0
AUT;SFH;>1945;2038;0
AUT;SFH;>1945;2039;0
AUT;SFH;>1945;2040;0
AUT;SFH;>1945;2041;0
AUT;SFH;>1945;2042;0
AUT;SFH;>1945;2043;0
AUT;SFH;>1945;2044;0
AUT;SFH;>1945;2045;0
AUT;SFH;>1945;2046;0
AUT;SFH;>1945;2047;0
AUT;SFH;>1945;2048;0
AUT;SFH;>1945;2049;0
AUT;SFH;>1945;2050;0
AUT;SFH;1945-1969;2020;0
AUT;SFH;1945-1969;2021;0
AUT;SFH;1945-1969;2022;0
AUT;SFH;1945-1969;2023;0
AUT;SFH;1945-1969;2024;0
AUT;SFH;1945-1969;2025;0
AUT;SFH;1945-1969;2026;0
AUT;SFH;1945-1969;2027;0
AUT;SFH;1945-1969;2028;0
AUT;SFH;1945-1969;2029;0
AUT;SFH;1945-1969;2030;0
AUT;SFH;1945-1969;2031;0
AUT;SFH;1945-1969;2032;0
AUT;SFH;1945-1969;2033;0
AUT;SFH;1945-1969;2034;0
AUT;SFH;1945-1969;2035;0
AUT;SFH;1945-1969;2036;0
AUT;SFH;1945-1969;2037;0
AUT;SFH;1945-1969;2038;0
AUT;SFH;1945-1969;2039;0
AUT;SFH;1945-1969;2040;0
AUT;SFH;1945-1969;2041;0
AUT;SFH;1945-1969;2042;0
AUT;SFH;1945-1969;2043;0
AUT;SFH;1945-1969;2044;0
AUT;SFH;1945-1969;2045;0
AUT;SFH;1945-1969;2046;0
AUT;SFH;1945-1969;2047;0
AUT;SFH;1945-1969;2048;0
AUT;SFH;1945-1969;2049;0
AUT;SFH;1945-1969;2050;0
AUT;SFH;1970-1989;2020;0
AUT;SFH;1970-1989;2021;0
AUT;SFH;1970-1989;2022;0
AUT;SFH;1970-1989;2023;0
AUT;SFH;1970-1989;2024;0
AUT;SFH;1970-1989;2025;0
AUT;SFH;1970-1989;2026;0
AUT;SFH;1970-1989;2027;0
AUT;SFH;1970-1989;2028;0
AUT;SFH;1970-1989;2029;0
AUT;SFH;1970-1989;2030;0
AUT;SFH;1970-1989;2031;0
AUT;SFH;1970-1989;2032;0
AUT;SFH;1970-1989;2033;0
AUT;SFH;1970-1989;2034;0
AUT;SFH;1970-1989;2035;0
AUT;SFH;1970-1989;2036;0
AUT;SFH;1970-1989;2037;0
AUT;SFH;1970-1989;2038;0
AUT;SFH;1970-1989;2039;0
AUT;SFH;1970-1989;2040;0
AUT;SFH;1970-1989;2041;0
AUT;SFH;1970-1989;2042;0
AUT;SFH;1970-1989;2043;0
AUT;SFH;1970-1989;2044;0
AUT;SFH;1970-1989;2045;0
AUT;SFH;1970-1989;2046;0
AUT;SFH;1970-1989;2047;0
AUT;SFH;1970-1989;2048;0
AUT;SFH;1970-1989;2049;0
AUT;SFH;1970-1989;2050;0
AUT;SFH;1990-2010;2020;0
AUT;SFH;1990-2010;2021;0
AUT;SFH;1990-2010;2022;0
AUT;SFH;1990-2010;2023;0
AUT;SFH;1990-2010;2024;0
AUT;SFH;1990-2010;2025;0
AUT;SFH;1990-2010;2026;0
AUT;SFH;1990-2010;2027;0
AUT;SFH;1990-2010;2028;0
AUT;SFH;1990-2010;2029;0
AUT;SFH;1990-2010;2030;0
AUT;SFH;1990-2010;2031;0
AUT;SFH;1990-2010;2032;0
AUT;SFH;1990-2010;2033;0
AUT;SFH;1990-2010;2034;0
AUT;SFH;1990-2010;2035;0
AUT;SFH;1990-2010;2036;0
AUT;SFH;1990-2010;2037;0
AUT;SFH;1990-2010;2038;0
AUT;SFH;1990-2010;2039;0
AUT;SFH;1990-2010;2040;0
AUT;SFH;1990-2010;2041;0
AUT;SFH;1990-2010;2042;0
AUT;SFH;1990-2010;2043;0
AUT;SFH;1990-2010;2044;0
AUT;SFH;1990-2010;2045;0
AUT;SFH;1990-2010;2046;0
AUT;SFH;1990-2010;2047;0
AUT;SFH;1990-2010;2048;0
AUT;SFH;1990-2010;2049;0
AUT;SFH;1990-2010;2050;0
AUT;SFH;2011-2020;2020;0
AUT;SFH;2011-2020;2021;0
AUT;SFH;2011-2020;2022;0
AUT;SFH;2011-2020;2023;0
AUT;SFH;2011-2020;2024;0
AUT;SFH;2011-2020;2025;0
AUT;SFH;2011-2020;2026;0
AUT;SFH;2011-2020;2027;0
AUT;SFH;2011-2020;2028;0
AUT;SFH;2011-2020;2029;0
AUT;SFH;2011-2020;2030;0
AUT;SFH;2011-2020;2031;0
AUT;SFH;2011-2020;2032;0
AUT;SFH;2011-2020;2033;0
AUT;SFH;2011-2020;2034;0
AUT;SFH;2011-2020;2035;0
AUT;SFH;2011-2020;2036;0
AUT;SFH;2011-2020;2037;0
AUT;SFH;2011-2020;2038;0
AUT;SFH;2011-2020;2039;0
AUT;SFH;2011-2020;2040;0
AUT;SFH;2011-2020;2041;0
AUT;SFH;2011-2020;2042;0
AUT;SFH;2011-2020;2043;0
AUT;SFH;2011-2020;2044;0
AUT;SFH;2011-2020;2045;0
AUT;SFH;2011-2020;2046;0
AUT;SFH;2011-2020;2047;0
AUT;SFH;2011-2020;2048;0
AUT;SFH;2011-2020;2049;0
AUT;SFH;2011-2020;2050;0
AUT;SFH;2021-2030;2020;0
AUT;SFH;2021-2030;2021;2821731.3
AUT;SFH;2021-2030;2022;2821731.3
AUT;SFH;2021-2030;2023;2821731.3
AUT;SFH;2021-2030;2024;2821731.3
AUT;SFH;2021-2030;2025;2821731.3
AUT;SFH;2021-2030;2026;2864413.7
AUT;SFH;2021-2030;2027;2864413.7
AUT;SFH;2021-2030;2028;2864413.7
AUT;SFH;2021-2030;2029;2864413.7
AUT;SFH;2021-2030;2030;2864413.7
AUT;SFH;2021-2030;2031;0
AUT;SFH;2021-2030;2032;0
AUT;SFH;2021-2030;2033;0
AUT;SFH;2021-2030;2034;0
AUT;SFH;2021-2030;2035;0
AUT;SFH;2021-2030;2036;0
AUT;SFH;2021-2030;2037;0
AUT;SFH;2021-2030;2038;0
AUT;SFH;2021-2030;2039;0
AUT;SFH;2021-2030;2040;0
AUT;SFH;2021-2030;2041;0
AUT;SFH;2021-2030;2042;0
AUT;SFH;2021-2030;2043;0
AUT;SFH;2021-2030;2044;0
AUT;SFH;2021-2030;2045;0
AUT;SFH;2021-2030;2046;0
AUT;SFH;2021-2030;2047;0
AUT;SFH;2021-2030;2048;0
AUT;SFH;2021-2030;2049;0
AUT;SFH;2021-2030;2050;0
AUT;SFH;2031-2040;2020;0
AUT;SFH;2031-2040;2021;0
AUT;SFH;2031-2040;2022;0
AUT;SFH;2031-2040;2023;0
AUT;SFH;2031-2040;2024;0
AUT;SFH;2031-2040;2025;0
AUT;SFH;2031-2040;2026;0
AUT;SFH;2031-2040;2027;0
AUT;SFH;2031-2040;2028;0
AUT;SFH;2031-2040;2029;0
AUT;SFH;2031-2040;2030;0
AUT;SFH;2031-2040;2031;2945901.375
AUT;SFH;2031-2040;2032;2945901.375
AUT;SFH;2031-2040;2033;2945901.375
AUT;SFH;2031-2040;2034;2945901.375
AUT;SFH;2031-2040;2035;2945901.375
AUT;SFH;2031-2040;2036;2945901.375
AUT;SFH;2031-2040;2037;2945901.375
AUT;SFH;2031-2040;2038;2945901.375
AUT;SFH;2031-2040;2039;2945901.375
AUT;SFH;2031-2040;2040;2945901.375
AUT;SFH;2031-2040;2041;0
AUT;SFH;2031-2040;2042;0
AUT;SFH;2031-2040;2043;0
AUT;SFH;2031-2040;2044;0
AUT;SFH;2031-2040;2045;0
AUT;SFH;2031-2040;2046;0
AUT;SFH;2031-2040;2047;0
AUT;SFH;2031-2040;2048;0
AUT;SFH;2031-2040;2049;0
AUT;SFH;2031-2040;2050;0
AUT;SFH;2040<;2020;0
AUT;SFH;2040<;2021;0
AUT;SFH;2040<;2022;0
AUT;SFH;2040<;2023;0
AUT;SFH;2040<;2024;0
AUT;SFH;2040<;2025;0
AUT;SFH;2040<;2026;0
AUT;SFH;2040<;2027;0
AUT;SFH;2040<;2028;0
AUT;SFH;2040<;2029;0
AUT;SFH;2040<;2030;0
AUT;SFH;2040<;2031;0
AUT;SFH;2040<;2032;0
AUT;SFH;2040<;2033;0
AUT;SFH;2040<;2034;0
AUT;SFH;2040<;2035;0
AUT;SFH;2040<;2036;0
AUT;SFH;2040<;2037;0
AUT;SFH;2040<;2038;0
AUT;SFH;2040<;2039;0
AUT;SFH;2040<;2040;0
AUT;SFH;2040<;2041;2965053.9
AUT;SFH;2040<;2042;2965053.9
AUT;SFH;2040<;2043;2965053.9
AUT;SFH;2040<;2044;2965053.9
AUT;SFH;2040<;2045;2965053.9
AUT;SFH;2040<;2046;2965053.9
AUT;SFH;2040<;2047;2965053.9
AUT;SFH;2040<;2048;2965053.9
AUT;SFH;2040<;2049;2965053.9
AUT;SFH;2040<;2050;2965053.9
AUT;MFH;>1945;2020;0
AUT;MFH;>1945;2021;0
AUT;MFH;>1945;2022;0
AUT;MFH;>1945;2023;0
AUT;MFH;>1945;2024;0
AUT;MFH;>1945;2025;0
AUT;MFH;>1945;2026;0
AUT;MFH;>1945;2027;0
AUT;MFH;>1945;2028;0
AUT;MFH;>1945;2029;0
AUT;MFH;>1945;2030;0
AUT;MFH;>1945;2031;0
AUT;MFH;>1945;2032;0
AUT;MFH;>1945;2033;0
AUT;MFH;>1945;2034;0
AUT;MFH;>1945;2035;0
AUT;MFH;>1945;2036;0
AUT;MFH;>1945;2037;0
AUT;MFH;>1945;2038;0
AUT;MFH;>1945;2039;0
AUT;MFH;>1945;2040;0
AUT;MFH;>1945;2041;0
AUT;MFH;>1945;2042;0
AUT;MFH;>1945;2043;0
AUT;MFH;>1945;2044;0
AUT;MFH;>1945;2045;0
AUT;MFH;>1945;2046;0
AUT;MFH;>1945;2047;0
AUT;MFH;>1945;2048;0
AUT;MFH;>1945;2049;0
AUT;MFH;>1945;2050;0
AUT;MFH;1945-1969;2020;0
AUT;MFH;1945-1969;2021;0
AUT;MFH;1945-1969;2022;0
AUT;MFH;1945-1969;2023;0
AUT;MFH;1945-1969;2024;0
AUT;MFH;1945-1969;2025;0
AUT;MFH;1945-1969;2026;0
AUT;MFH;1945-1969;2027;0
AUT;MFH;1945-1969;2028;0
AUT;MFH;1945-1969;2029;0
AUT;MFH;1945-1969;2030;0
AUT;MFH;1945-1969;2031;0
AUT;MFH;1945-1969;2032;0
AUT;MFH;1945-1969;2033;0
AUT;MFH;1945-1969;2034;0
AUT;MFH;1945-1969;2035;0
AUT;MFH;1945-1969;2036;0
AUT;MFH;1945-1969;2037;0
AUT;MFH;1945-1969;2038;0
AUT;MFH;1945-1969;2039;0
AUT;MFH;1945-1969;2040;0
AUT;MFH;1945-1969;2041;0
AUT;MFH;1945-1969;2042;0
AUT;MFH;1945-1969;2043;0
AUT;MFH;1945-1969;2044;0
AUT;MFH;1945-1969;2045;0
AUT;MFH;1945-1969;2046;0
AUT;MFH;1945-1969;2047;0
AUT;MFH;1945-1969;2048;0
AUT;MFH;1945-1969;2049;0
AUT;MFH;1945-1969;2050;0
AUT;MFH;1970-1989;2020;0
AUT;MFH;1970-1989;2021;0
AUT;MFH;1970-1989;2022;0
AUT;MFH;1970-1989;2023;0
AUT;MFH;1970-1989;2024;0
AUT;MFH;1970-1989;2025;0
AUT;MFH;1970-1989;2026;0
AUT;MFH;1970-1989;2027;0
AUT;MFH;1970-1989;2028;0
AUT;MFH;1970-1989;2029;0
AUT;MFH;1970-1989;2030;0
AUT;MFH;1970-1989;2031;0
AUT;MFH;1970-1989;2032;0
AUT;MFH;1970-1989;2033;0
AUT;MFH;1970-1989;2034;0
AUT;MFH;1970-1989;2035;0
AUT;MFH;1970-1989;2036;0
AUT;MFH;1970-1989;2037;0
AUT;MFH;1970-1989;2038;0
AUT;MFH;1970-1989;2039;0
AUT;MFH;1970-1989;2040;0
AUT;MFH;1970-1989;2041;0
AUT;MFH;1970-1989;2042;0
AUT;MFH;1970-1989;2043;0
AUT;MFH;1970-1989;2044;0
AUT;MFH;1970-1989;2045;0
AUT;MFH;1970-1989;2046;0
AUT;MFH;1970-1989;2047;0
AUT;MFH;1970-1989;2048;0
AUT;MFH;1970-1989;2049;0
AUT;MFH;1970-1989;2050;0
AUT;MFH;1990-2010;2020;0
AUT;MFH;1990-2010;2021;0
AUT;MFH;1990-2010;2022;0
AUT;MFH;1990-2010;2023;0
AUT;MFH;1990-2010;2024;0
AUT;MFH;1990-2010;2025;0
AUT;MFH;1990-2010;2026;0
AUT;MFH;1990-2010;2027;0
AUT;MFH;1990-2010;2028;0
AUT;MFH;1990-2010;2029;0
AUT;MFH;1990-2010;2030;0
AUT;MFH;1990-2010;2031;0
AUT;MFH;1990-2010;2032;0
AUT;MFH;1990-2010;2033;0
AUT;MFH;1990-2010;2034;0
AUT;MFH;1990-2010;2035;0
AUT;MFH;1990-2010;2036;0
AUT;MFH;1990-2010;2037;0
AUT;MFH;1990-2010;2038;0
AUT;MFH;1990-2010;2039;0
AUT;MFH;1990-2010;2040;0
AUT;MFH;1990-2010;2041;0
AUT;MFH;1990-2010;2042;0
AUT;MFH;1990-2010;2043;0
AUT;MFH;1990-2010;2044;0
AUT;MFH;1990-2010;2045;0
AUT;MFH;1990-2010;2046;0
AUT;MFH;1990-2010;2047;0
AUT;MFH;1990-2010;2048;0
AUT;MFH;1990-2010;2049;0
AUT;MFH;1990-2010;2050;0
AUT;MFH;2011-2020;2020;0
AUT;MFH;2011-2020;2021;0
AUT;MFH;2011-2020;2022;0
AUT;MFH;2011-2020;2023;0
AUT;MFH;2011-2020;2024;0
AUT;MFH;2011-2020;2025;0
AUT;MFH;2011-2020;2026;0
AUT;MFH;2011-2020;2027;0
AUT;MFH;2011-2020;2028;0
AUT;MFH;2011-2020;2029;0
AUT;MFH;2011-2020;2030;0
AUT;MFH;2011-2020;2031;0
AUT;MFH;2011-2020;2032;0
AUT;MFH;2011-2020;2033;0
AUT;MFH;2011-2020;2034;0
AUT;MFH;2011-2020;2035;0
AUT;MFH;2011-2020;2036;0
AUT;MFH;2011-2020;2037;0
AUT;MFH;2011-2020;2038;0
AUT;MFH;2011-2020;2039;0
AUT;MFH;2011-2020;2040;0
AUT;MFH;2011-2020;2041;0
AUT;MFH;2011-2020;2042;0
AUT;MFH;2011-2020;2043;0
AUT;MFH;2011-2020;2044;0
AUT;MFH;2011-2020;2045;0
AUT;MFH;2011-2020;2046;0
AUT;MFH;2011-2020;2047;0
AUT;MFH;2011-2020;2048;0
AUT;MFH;2011-2020;2049;0
AUT;MFH;2011-2020;2050;0
AUT;MFH;2021-2030;2020;0
AUT;MFH;2021-2030;2021;2152520.1
AUT;MFH;2021-2030;2022;2152520.1
AUT;MFH;2021-2030;2023;2152520.1
AUT;MFH;2021-2030;2024;2152520.1
AUT;MFH;2021-2030;2025;2152520.1
AUT;MFH;2021-2030;2026;2184520.4
AUT;MFH;2021-2030;2027;2184520.4
AUT;MFH;2021-2030;2028;2184520.4
AUT;MFH;2021-2030;2029;2184520.4
AUT;MFH;2021-2030;2030;2184520.4
AUT;MFH;2021-2030;2031;0
AUT;MFH;2021-2030;2032;0
AUT;MFH;2021-2030;2033;0
AUT;MFH;2021-2030;2034;0
AUT;MFH;2021-2030;2035;0
AUT;MFH;2021-2030;2036;0
AUT;MFH;2021-2030;2037;0
AUT;MFH;2021-2030;2038;0
AUT;MFH;2021-2030;2039;0
AUT;MFH;2021-2030;2040;0
AUT;MFH;2021-2030;2041;0
AUT;MFH;2021-2030;2042;0
AUT;MFH;2021-2030;2043;0
AUT;MFH;2021-2030;2044;0
AUT;MFH;2021-2030;2045;0
AUT;MFH;2021-2030;2046;0
AUT;MFH;2021-2030;2047;0
AUT;MFH;2021-2030;2048;0
AUT;MFH;2021-2030;2049;0
AUT;MFH;2021-2030;2050;0
AUT;MFH;2031-2040;2020;0
AUT;MFH;2031-2040;2021;0
AUT;MFH;2031-2040;2022;0
AUT;MFH;2031-2040;2023;0
AUT;MFH;2031-2040;2024;0
AUT;MFH;2031-2040;2025;0
AUT;MFH;2031-2040;2026;0
AUT;MFH;2031-2040;2027;0
AUT;MFH;2031-2040;2028;0
AUT;MFH;2031-2040;2029;0
AUT;MFH;2031-2040;2030;0
AUT;MFH;2031-2040;2031;2242951.25
AUT;MFH;2031-2040;2032;2242951.25
AUT;MFH;2031-2040;2033;2242951.25
AUT;MFH;2031-2040;2034;2242951.25
AUT;MFH;2031-2040;2035;2242951.25
AUT;MFH;2031-2040;2036;2242951.25
AUT;MFH;2031-2040;2037;2242951.25
AUT;MFH;2031-2040;2038;2242951.25
AUT;MFH;2031-2040;2039;2242951.25
AUT;MFH;2031-2040;2040;2242951.25
AUT;MFH;2031-2040;2041;0
AUT;MFH;2031-2040;2042;0
AUT;MFH;2031-2040;2043;0
AUT;MFH;2031-2040;2044;0
AUT;MFH;2031-2040;2045;0
AUT;MFH;2031-2040;2046;0
AUT;MFH;2031-2040;2047;0
AUT;MFH;2031-2040;2048;0
AUT;MFH;2031-2040;2049;0
AUT;MFH;2031-2040;2050;0
AUT;MFH;2040<;2020;0
AUT;MFH;2040<;2021;0
AUT;MFH;2040<;2022;0
AUT;MFH;2040<;2023;0
AUT;MFH;2040<;2024;0
AUT;MFH;2040<;2025;0
AUT;MFH;2040<;2026;0
AUT;MFH;2040<;2027;0
AUT;MFH;2040<;2028;0
AUT;MFH;2040<;2029;0
AUT;MFH;2040<;2030;0
AUT;MFH;2040<;2031;0
AUT;MFH;2040<;2032;0
AUT;MFH;2040<;2033;0
AUT;MFH;2040<;2034;0
AUT;MFH;2040<;2035;0
AUT;MFH;2040<;2036;0
AUT;MFH;2040<;2037;0
AUT;MFH;2040<;2038;0
AUT;MFH;2040<;2039;0
AUT;MFH;2040<;2040;0
AUT;MFH;2040<;2041;2253699.25
AUT;MFH;2040<;2042;2253699.25
AUT;MFH;2040<;2043;2253699.25
AUT;MFH;2040<;2044;2253699.25
AUT;MFH;2040<;2045;2253699.25
AUT;MFH;2040<;2046;2253699.25
AUT;MFH;2040<;2047;2253699.25
AUT;MFH;2040<;2048;2253699.25
AUT;MFH;2040<;2049;2253699.25
AUT;MFH;2040<;2050;2253699.25
AUT;Ret;>1945;2020;0
AUT;Ret;>1945;2021;0
AUT;Ret;>1945;2022;0
AUT;Ret;>1945;2023;0
AUT;Ret;>1945;2024;0
AUT;Ret;>1945;2025;0
AUT;Ret;>1945;2026;0
AUT;Ret;>1945;2027;0
AUT;Ret;>1945;2028;0
AUT;Ret;>1945;2029;0
AUT;Ret;>1945;2030;0
AUT;Ret;>1945;2031;0
AUT;Ret;>1945;2032;0
AUT;Ret;>1945;2033;0
AUT;Ret;>1945;2034;0
AUT;Ret;>1945;2035;0
AUT;Ret;>1945;2036;0
AUT;Ret;>1945;2037;0
AUT;Ret;>1945;2038;0
AUT;Ret;>1945;2039;0
AUT;Ret;>1945;2040;0
AUT;Ret;>1945;2041;0
AUT;Ret;>1945;2042;0
AUT;Ret;>1945;2043;0
AUT;Ret;>1945;2044;0
AUT;Ret;>1945;2045;0
AUT;Ret;>1945;2046;0
AUT;Ret;>1945;2047;0
AUT;Ret;>1945;2048;0
AUT;Ret;>1945;2049;0
AUT;Ret;>1945;2050;0
AUT;Ret;1945-1969;2020;0
AUT;Ret;1945-1969;2021;0
AUT;Ret;1945-1969;2022;0
AUT;Ret;1945-1969;2023;0
AUT;Ret;1945-1969;2024;0
AUT;Ret;1945-1969;2025;0
AUT;Ret;1945-1969;2026;0
AUT;Ret;1945-1969;2027;0
AUT;Ret;1945-1969;2028;0
AUT;Ret;1945-1969;2029;0
AUT;Ret;1945-1969;2030;0
AUT;Ret;1945-1969;2031;0
AUT;Ret;1945-1969;2032;0
AUT;Ret;1945-1969;2033;0
AUT;Ret;1945-1969;2034;0
AUT;Ret;1945-1969;2035;0
AUT;Ret;1945-1969;2036;0
AUT;Ret;1945-1969;2037;0
AUT;Ret;1945-1969;2038;0
AUT;Ret;1945-1969;2039;0
AUT;Ret;1945-1969;2040;0
AUT;Ret;1945-1969;2041;0
AUT;Ret;1945-1969;2042;0
AUT;Ret;1945-1969;2043;0
AUT;Ret;1945-1969;2044;0
AUT;Ret;1945-1969;2045;0
AUT;Ret;1945-1969;2046;0
AUT;Ret;1945-1969;2047;0
AUT;Ret;1945-1969;2048;0
AUT;Ret;1945-1969;2049;0
AUT;Ret;1945-1969;2050;0
AUT;Ret;1970-1989;2020;0
AUT;Ret;1970-1989;2021;0
AUT;Ret;1970-1989;2022;0
AUT;Ret;1970-1989;2023;0
AUT;Ret;1970-1989;2024;0
AUT;Ret;1970-1989;2025;0
AUT;Ret;1970-1989;2026;0
AUT;Ret;1970-1989;2027;0
AUT;Ret;1970-1989;2028;0
AUT;Ret;1970-1989;2029;0
AUT;Ret;1970-1989;2030;0
AUT;Ret;1970-1989;2031;0
AUT;Ret;1970-1989;2032;0
AUT;Ret;1970-1989;2033;0
AUT;Ret;1970-1989;2034;0
AUT;Ret;1970-1989;2035;0
AUT;Ret;1970-1989;2036;0
AUT;Ret;1970-1989;2037;0
AUT;Ret;1970-1989;2038;0
AUT;Ret;1970-1989;2039;0
AUT;Ret;1970-1989;2040;0
AUT;Ret;1970-1989;2041;0
AUT;Ret;1970-1989;2042;0
AUT;Ret;1970-1989;2043;0
AUT;Ret;1970-1989;2044;0
AUT;Ret;1970-1989;2045;0
AUT;Ret;1970-1989;2046;0
AUT;Ret;1970-1989;2047;0
AUT;Ret;1970-1989;2048;0
AUT;Ret;1970-1989;2049;0
AUT;Ret;1970-1989;2050;0
AUT;Ret;1990-2010;2020;0
AUT;Ret;1990-2010;2021;0
AUT;Ret;1990-2010;2022;0
AUT;Ret;1990-2010;2023;0
AUT;Ret;1990-2010;2024;0
AUT;Ret;1990-2010;2025;0
AUT;Ret;1990-2010;2026;0
AUT;Ret;1990-2010;2027;0
AUT;Ret;1990-2010;2028;0
AUT;Ret;1990-2010;2029;0
AUT;Ret;1990-2010;2030;0
AUT;Ret;1990-2010;2031;0
AUT;Ret;1990-2010;2032;0
AUT;Ret;1990-2010;2033;0
AUT;Ret;1990-2010;2034;0
AUT;Ret;1990-2010;2035;0
AUT;Ret;1990-2010;2036;0
AUT;Ret;1990-2010;2037;0
AUT;Ret;1990-2010;2038;0
AUT;Ret;1990-2010;2039;0
AUT;Ret;1990-2010;2040;0
AUT;Ret;1990-2010;2041;0
AUT;Ret;1990-2010;2042;0
AUT;Ret;1990-2010;2043;0
AUT;Ret;1990-2010;2044;0
AUT;Ret;1990-2010;2045;0
AUT;Ret;1990-2010;2046;0
AUT;Ret;1990-2010;2047;0
AUT;Ret;1990-2010;2048;0
AUT;Ret;1990-2010;2049;0
AUT;Ret;1990-2010;2050;0
AUT;Ret;2011-2020;2020;0
AUT;Ret;2011-2020;2021;0
AUT;Ret;2011-2020;2022;0
AUT;Ret;2011-2020;2023;0
AUT;Ret;2011-2020;2024;0
AUT;Ret;2011-2020;2025;0
AUT;Ret;2011-2020;2026;0
AUT;Ret;2011-2020;2027;0
AUT;Ret;2011-2020;2028;0
AUT;Ret;2011-2020;2029;0
AUT;Ret;2011-2020;2030;0
AUT;Ret;2011-2020;2031;0
AUT;Ret;2011-2020;2032;0
AUT;Ret;2011-2020;2033;0
AUT;Ret;2011-2020;2034;0
AUT;Ret;2011-2020;2035;0
AUT;Ret;2011-2020;2036;0
AUT;Ret;2011-2020;2037;0
AUT;Ret;2011-2020;2038;0
AUT;Ret;2011-2020;2039;0
AUT;Ret;2011-2020;2040;0
AUT;Ret;2011-2020;2041;0
AUT;Ret;2011-2020;2042;0
AUT;Ret;2011-2020;2043;0
AUT;Ret;2011-2020;2044;0
AUT;Ret;2011-2020;2045;0
AUT;Ret;2011-2020;2046;0
AUT;Ret;2011-2020;2047;0
AUT;Ret;2011-2020;2048;0
AUT;Ret;2011-2020;2049;0
AUT;Ret;2011-2020;2050;0
AUT;Ret;2021-2030;2020;0
AUT;Ret;2021-2030;2021;335697.55
AUT;Ret;2021-2030;2022;335697.55
AUT;Ret;2021-2030;2023;335697.55
AUT;Ret;2021-2030;2024;335697.55
AUT;Ret;2021-2030;2025;335697.55
AUT;Ret;2021-2030;2026;284043.8875
AUT;Ret;2021-2030;2027;284043.8875
AUT;Ret;2021-2030;2028;284043.8875
AUT;Ret;2021-2030;2029;284043.8875
AUT;Ret;2021-2030;2030;284043.8875
AUT;Ret;2021-2030;2031;0
AUT;Ret;2021-2030;2032;0
AUT;Ret;2021-2030;2033;0
AUT;Ret;2021-2030;2034;0
AUT;Ret;2021-2030;2035;0
AUT;Ret;2021-2030;2036;0
AUT;Ret;2021-2030;2037;0
AUT;Ret;2021-2030;2038;0
AUT;Ret;2021-2030;2039;0
AUT;Ret;2021-2030;2040;0
AUT;Ret;2021-2030;2041;0
AUT;Ret;2021-2030;2042;0
AUT;Ret;2021-2030;2043;0
AUT;Ret;2021-2030;2044;0
AUT;Ret;2021-2030;2045;0
AUT;Ret;2021-2030;2046;0
AUT;Ret;2021-2030;2047;0
AUT;Ret;2021-2030;2048;0
AUT;Ret;2021-2030;2049;0
AUT;Ret;2021-2030;2050;0
AUT;Ret;2031-2040;2020;0
AUT;Ret;2031-2040;2021;0
AUT;Ret;2031-2040;2022;0
AUT;Ret;2031-2040;2023;0
AUT;Ret;2031-2040;2024;0
AUT;Ret;2031-2040;2025;0
AUT;Ret;2031-2040;2026;0
AUT;Ret;2031-2040;2027;0
AUT;Ret;2031-2040;2028;0
AUT;Ret;2031-2040;2029;0
AUT;Ret;2031-2040;2030;0
AUT;Ret;2031-2040;2031;381819.3875
AUT;Ret;2031-2040;2032;381819.3875
AUT;Ret;2031-2040;2033;381819.3875
AUT;Ret;2031-2040;2034;381819.3875
AUT;Ret;2031-2040;2035;381819.3875
AUT;Ret;2031-2040;2036;381819.3875
AUT;Ret;2031-2040;2037;381819.3875
AUT;Ret;2031-2040;2038;381819.3875
AUT;Ret;2031-2040;2039;381819.3875
AUT;Ret;2031-2040;2040;381819.3875
AUT;Ret;2031-2040;2041;0
AUT;Ret;2031-2040;2042;0
AUT;Ret;2031-2040;2043;0
AUT;Ret;2031-2040;2044;0
AUT;Ret;2031-2040;2045;0
AUT;Ret;2031-2040;2046;0
AUT;Ret;2031-2040;2047;0
AUT;Ret;2031-2040;2048;0
AUT;Ret;2031-2040;2049;0
AUT;Ret;2031-2040;2050;0
AUT;Ret;2040<;2020;0
AUT;Ret;2040<;2021;0
AUT;Ret;2040<;2022;0
AUT;Ret;2040<;2023;0
AUT;Ret;2040<;2024;0
AUT;Ret;2040<;2025;0
AUT;Ret;2040<;2026;0
AUT;Ret;2040<;2027;0
AUT;Ret;2040<;2028;0
AUT;Ret;2040<;2029;0
AUT;Ret;2040<;2030;0
AUT;Ret;2040<;2031;0
AUT;Ret;2040<;2032;0
AUT;Ret;2040<;2033;0
AUT;Ret;2040<;2034;0
AUT;Ret;2040<;2035;0
AUT;Ret;2040<;2036;0
AUT;Ret;2040<;2037;0
AUT;Ret;2040<;2038;0
AUT;Ret;2040<;2039;0
AUT;Ret;2040<;2040;0
AUT;Ret;2040<;2041;429176.925
AUT;Ret;2040<;2042;429176.925
AUT;Ret;2040<;2043;429176.925
